Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Price_USD,Delay_Minutes,Weather_Impact
United,JFK,SFO,10/2/2024 10:53,148,On-time,386.11,8,1
Southwest,DEN,DFW,19/9/2024 4:52,307,On-time,456.83,1,0
United,ATL,ORD,4/5/2024 4:21,228,On-time,432.60,3,0
Southwest,ATL,JFK,18/12/2023 5:28,233,On-time,416.40,6,0
Southwest,ATL,SFO,31/3/2024 5:48,242,On-time,344.46,15,0
Delta,DFW,SFO,20/5/2023 8:17,159,On-time,409.29,8,0
Delta,DEN,SEA,17/12/2024 23:41,103,On-time,195.90,5,0
United,JFK,SFO,28/8/2024 19:58,228,On-time,415.27,7,0
Southwest,LAX,JFK,10/3/2024 8:49,165,Delayed,367.15,0,0
American Airlines,ORD,ATL,14/6/2024 4:26,130,On-time,348.07,5,0
Delta,DFW,ORD,6/8/2023 13:33,224,On-time,315.96,7,0
Southwest,LAX,ATL,3/9/2023 11:05,35,On-time,196.86,2,0
American Airlines,JFK,ORD,17/9/2023 8:23,137,On-time,292.36,6,0
JetBlue,DFW,DFW,2/6/2023 20:00,196,Delayed,433.95,1,0
Delta,SFO,ORD,25/6/2023 17:53,165,On-time,110.63,10,0
United,LAX,JFK,25/4/2023 22:08,183,On-time,154.52,18,1
Delta,LAX,LAX,26/1/2025 13:36,118,Delayed,399.69,8,0
JetBlue,DEN,ORD,25/10/2024 21:02,222,On-time,245.58,3,1
Southwest,LAX,JFK,14/3/2025 6:31,288,Delayed,283.29,16,0
United,ORD,ORD,14/8/2023 2:56,165,Cancelled,346.69,12,1
United,LAX,JFK,21/11/2023 16:13,65,Delayed,405.36,9,1
American Airlines,DFW,JFK,8/9/2024 22:56,185,Cancelled,430.74,7,0
American Airlines,JFK,SFO,6/6/2024 9:17,218,On-time,468.86,0,1
JetBlue,ATL,LAX,1/2/2024 16:49,227,On-time,235.30,1,0
United,SEA,SEA,2/6/2023 18:08,190,On-time,369.31,0,0
American Airlines,DFW,SEA,29/2/2024 16:03,48,On-time,352.56,9,0
United,JFK,JFK,23/7/2023 2:33,129,Cancelled,164.14,3,0
American Airlines,LAX,SFO,31/8/2024 22:55,144,On-time,353.17,1,0
JetBlue,ATL,SEA,5/8/2024 12:48,225,On-time,301.58,5,0
American Airlines,JFK,SEA,18/6/2024 14:52,158,Cancelled,404.99,2,0
Southwest,DEN,DFW,15/6/2023 3:52,140,On-time,190.31,1,0
American Airlines,DFW,LAX,22/5/2023 3:17,171,On-time,481.25,3,0
JetBlue,SFO,DEN,12/11/2023 7:02,188,Delayed,479.88,10,1
United,DFW,SFO,8/11/2024 2:45,129,On-time,390.80,10,0
Delta,LAX,DEN,14/11/2024 14:16,85,Delayed,385.97,15,1
American Airlines,JFK,ORD,30/11/2023 20:26,179,On-time,368.38,3,0
American Airlines,JFK,SFO,25/9/2024 9:37,170,On-time,269.70,5,0
Southwest,DEN,SFO,21/2/2025 18:15,180,Cancelled,477.29,3,0
JetBlue,DFW,ATL,2/1/2024 15:05,316,Delayed,350.73,2,0
American Airlines,ORD,LAX,9/11/2024 4:27,236,On-time,208.37,8,0
Delta,ATL,DFW,11/11/2023 5:14,304,On-time,319.04,10,0
Delta,DFW,ATL,13/7/2023 4:55,72,On-time,452.82,9,1
Southwest,SFO,ATL,15/9/2023 16:41,272,On-time,472.54,7,1
Southwest,SFO,DEN,14/4/2025 3:52,89,On-time,262.77,15,0
Delta,ORD,DFW,24/8/2023 2:22,252,On-time,402.80,8,0
JetBlue,ATL,LAX,26/11/2024 7:12,121,On-time,497.32,12,0
United,ORD,JFK,10/5/2023 12:29,228,On-time,388.23,19,0
Southwest,ATL,DEN,15/11/2024 8:32,206,On-time,324.92,21,0
Southwest,ORD,DEN,1/1/2025 8:07,252,Delayed,340.44,7,0
United,SFO,SEA,19/1/2025 19:42,234,On-time,365.85,19,0
American Airlines,ATL,JFK,21/4/2024 15:58,170,On-time,395.95,9,0
American Airlines,SEA,JFK,1/8/2024 17:00,155,On-time,182.62,11,0
JetBlue,DFW,LAX,11/7/2023 4:07,153,On-time,431.94,11,0
United,DEN,SEA,15/6/2023 6:00,114,On-time,402.35,6,0
JetBlue,SFO,LAX,6/5/2023 7:29,233,Delayed,343.90,20,0
Delta,LAX,DFW,3/8/2023 4:25,131,On-time,433.64,6,0
JetBlue,JFK,JFK,5/8/2024 8:14,211,On-time,497.40,1,0
United,JFK,DFW,16/2/2025 17:07,152,On-time,438.08,38,1
Southwest,ATL,ORD,2/9/2023 9:48,228,On-time,482.67,5,0
JetBlue,DFW,DEN,14/2/2025 22:44,172,Delayed,439.92,3,0
American Airlines,JFK,DEN,4/4/2025 8:08,112,On-time,513.60,2,0
Southwest,SEA,LAX,1/7/2024 9:19,191,On-time,359.05,2,0
Delta,ATL,DEN,24/7/2024 12:33,246,On-time,393.98,7,0
American Airlines,JFK,JFK,10/6/2024 12:34,249,On-time,241.54,6,0
Delta,SEA,DFW,31/10/2024 16:48,199,Delayed,353.23,9,1
Delta,SEA,SFO,16/2/2024 6:11,108,On-time,422.59,8,0
American Airlines,LAX,JFK,25/2/2024 15:19,202,Delayed,308.95,3,0
Delta,ORD,ATL,30/8/2024 9:19,235,On-time,338.33,10,0
JetBlue,SEA,ATL,13/1/2024 4:05,179,On-time,175.89,11,0
Southwest,SEA,JFK,2/8/2023 20:57,167,On-time,249.04,6,0
American Airlines,SFO,JFK,20/9/2023 2:20,233,On-time,314.84,3,0
Delta,SFO,JFK,21/12/2024 19:33,217,On-time,456.74,2,0
Delta,JFK,ORD,14/8/2024 1:44,261,On-time,467.32,1,0
JetBlue,LAX,DEN,23/8/2024 20:02,217,On-time,210.69,16,0
United,LAX,JFK,15/4/2025 11:51,157,Delayed,434.63,9,0
American Airlines,SFO,LAX,18/1/2024 3:57,136,On-time,544.03,9,0
United,DFW,DEN,18/5/2023 13:02,162,Delayed,433.63,11,0
Southwest,SFO,DFW,31/12/2023 19:41,113,On-time,340.19,4,0
United,ATL,ORD,7/8/2024 8:30,284,On-time,420.71,5,0
American Airlines,ORD,SEA,28/2/2025 19:39,149,On-time,50.66,6,0
Southwest,JFK,LAX,8/10/2024 3:52,209,On-time,455.73,8,0
American Airlines,ATL,DFW,19/11/2023 5:43,132,Cancelled,286.05,0,0
Southwest,ORD,DFW,3/9/2023 19:12,208,On-time,285.68,0,0
American Airlines,LAX,LAX,19/12/2024 18:22,187,On-time,246.23,12,1
American Airlines,ATL,ORD,13/3/2024 9:14,197,Delayed,388.06,11,0
Delta,ATL,ATL,3/2/2024 19:26,166,Delayed,256.14,38,0
American Airlines,SFO,SEA,10/6/2024 2:09,93,On-time,304.33,0,0
American Airlines,ATL,DEN,17/10/2024 23:37,166,Delayed,475.69,3,0
American Airlines,SEA,ORD,12/4/2025 21:45,258,Cancelled,442.15,10,0
Delta,ORD,SFO,28/1/2025 22:21,242,On-time,651.88,29,0
American Airlines,ATL,LAX,6/7/2023 14:01,134,On-time,452.42,10,0
Delta,ATL,ORD,27/7/2024 6:27,179,On-time,-40.62,5,0
American Airlines,DFW,LAX,16/11/2023 12:38,183,On-time,402.90,22,0
United,JFK,DEN,31/3/2025 15:46,270,On-time,396.49,5,0
JetBlue,DFW,ATL,9/11/2023 13:57,71,On-time,364.25,4,0
Delta,SFO,DFW,19/1/2024 20:55,232,On-time,234.24,4,0
Southwest,ATL,ORD,14/5/2023 11:05,206,On-time,368.44,17,0
Delta,SEA,SEA,7/1/2025 14:14,252,On-time,324.21,10,0
United,ATL,ORD,4/11/2023 4:24,204,On-time,157.85,2,0
Delta,LAX,SEA,19/2/2024 6:34,247,On-time,432.88,7,1
American Airlines,LAX,LAX,25/6/2024 7:30,151,On-time,182.21,1,0
American Airlines,SEA,ORD,7/10/2024 4:15,183,On-time,369.12,7,0
United,LAX,ATL,4/6/2023 22:31,205,On-time,500.59,8,0
JetBlue,SFO,DEN,17/11/2023 21:51,225,On-time,299.05,6,0
American Airlines,JFK,SEA,18/11/2024 15:49,172,On-time,429.54,14,0
Southwest,SEA,SFO,31/5/2024 8:17,119,On-time,458.45,0,0
American Airlines,LAX,ORD,4/11/2024 20:22,189,On-time,275.29,6,1
Southwest,ORD,ATL,21/8/2023 7:13,281,On-time,589.80,4,1
United,ORD,ATL,18/9/2023 22:58,219,On-time,371.10,6,0
Delta,DEN,SEA,18/4/2024 22:01,250,Cancelled,297.80,2,0
Delta,SEA,DFW,14/4/2024 13:21,283,On-time,286.85,10,0
Southwest,DFW,SFO,10/10/2023 3:44,95,On-time,384.99,5,0
JetBlue,SEA,DEN,24/10/2023 15:02,87,On-time,133.12,7,1
United,JFK,LAX,30/8/2023 4:00,184,Cancelled,397.36,11,0
Delta,JFK,DFW,30/4/2023 21:16,274,On-time,374.90,7,0
United,DFW,ORD,20/7/2023 8:47,166,On-time,495.97,3,0
American Airlines,JFK,DFW,11/5/2024 8:48,197,Delayed,321.02,22,0
Delta,ATL,DFW,9/10/2023 3:06,266,On-time,195.40,22,0
JetBlue,ORD,ORD,14/5/2023 9:20,246,On-time,388.93,5,0
American Airlines,DEN,SFO,31/5/2023 3:23,175,On-time,406.13,3,0
Southwest,SEA,ATL,1/11/2024 9:01,154,On-time,478.87,4,0
United,LAX,SEA,18/4/2025 7:53,177,On-time,433.65,16,1
Southwest,SFO,SFO,1/2/2025 12:53,322,On-time,271.69,15,0
JetBlue,DEN,ORD,7/3/2024 6:39,258,On-time,155.33,2,0
JetBlue,ATL,LAX,1/3/2024 23:43,254,On-time,286.24,14,0
Southwest,SEA,LAX,31/12/2024 8:01,151,On-time,417.98,10,0
American Airlines,SFO,ATL,12/1/2025 0:39,130,On-time,347.51,2,0
United,JFK,DFW,4/12/2023 11:39,179,On-time,196.03,7,0
Delta,ATL,SEA,29/6/2023 19:55,220,Delayed,278.02,11,1
Southwest,LAX,ATL,9/8/2024 8:04,148,Delayed,408.92,7,0
United,DEN,DEN,18/4/2024 12:59,186,On-time,381.11,1,0
United,DFW,LAX,9/4/2024 8:06,155,On-time,341.62,2,1
American Airlines,SEA,ORD,1/7/2024 21:19,153,On-time,391.55,31,1
JetBlue,JFK,LAX,6/7/2023 15:46,182,On-time,434.16,2,0
American Airlines,DEN,LAX,23/10/2023 19:24,103,On-time,295.59,6,0
JetBlue,DEN,DFW,21/4/2025 3:34,273,Delayed,437.82,20,0
United,JFK,LAX,15/5/2023 9:26,171,On-time,386.72,3,1
JetBlue,JFK,JFK,29/6/2024 13:56,123,On-time,347.89,10,0
United,SFO,ATL,30/5/2023 7:39,134,On-time,402.90,26,0
Southwest,SFO,JFK,8/11/2024 3:21,198,On-time,297.47,10,0
JetBlue,DEN,ORD,4/2/2025 6:34,233,On-time,471.73,8,0
Southwest,JFK,DEN,8/3/2025 3:11,212,On-time,518.67,4,0
American Airlines,SFO,JFK,28/11/2023 6:17,187,On-time,356.41,5,1
Southwest,JFK,SFO,5/8/2023 19:30,176,On-time,216.19,10,0
JetBlue,ORD,ORD,25/4/2023 14:53,140,On-time,452.19,2,0
American Airlines,LAX,SEA,19/4/2024 5:20,224,On-time,196.94,7,0
JetBlue,SFO,DEN,4/7/2024 11:44,160,On-time,335.62,25,0
Delta,SEA,DEN,17/2/2024 11:23,229,Cancelled,502.28,24,0
Southwest,ATL,DEN,3/4/2025 20:29,181,On-time,329.74,18,0
JetBlue,SFO,JFK,17/8/2024 1:26,70,Delayed,472.30,10,0
American Airlines,JFK,ATL,3/9/2023 16:21,241,On-time,458.65,5,0
United,SFO,DFW,30/10/2023 9:19,170,On-time,438.27,11,1
United,DFW,DEN,2/10/2023 9:35,266,On-time,359.03,29,1
American Airlines,ATL,ATL,22/2/2025 18:17,132,On-time,259.26,2,0
American Airlines,ORD,DEN,16/11/2023 18:00,133,On-time,283.14,3,0
Southwest,JFK,SEA,20/8/2024 2:15,176,Cancelled,257.36,10,0
JetBlue,DEN,SEA,31/5/2024 3:42,143,On-time,343.91,4,1
American Airlines,DEN,DFW,9/5/2024 12:49,202,On-time,217.16,0,0
Southwest,ORD,ORD,5/3/2024 6:03,191,On-time,318.95,8,0
Southwest,DFW,LAX,21/2/2025 22:28,156,On-time,285.79,2,1
Southwest,DEN,ORD,16/6/2023 12:30,265,On-time,465.84,8,1
JetBlue,JFK,ATL,23/9/2023 5:57,223,On-time,194.25,0,0
JetBlue,ATL,SFO,7/12/2024 18:37,272,Cancelled,258.34,0,0
JetBlue,LAX,DFW,9/7/2024 20:35,227,Delayed,215.58,4,1
JetBlue,SFO,LAX,20/7/2023 9:36,46,On-time,528.69,8,0
United,DEN,DFW,8/7/2024 17:22,117,On-time,405.67,7,0
JetBlue,ATL,SFO,4/10/2023 18:36,201,On-time,404.86,34,1
United,DFW,DEN,16/11/2024 0:15,218,On-time,109.89,2,0
Southwest,ATL,DFW,3/8/2023 2:29,286,On-time,275.14,13,0
Southwest,LAX,SFO,13/5/2024 7:51,262,On-time,383.36,0,0
American Airlines,ATL,DEN,29/7/2024 20:12,143,Delayed,228.45,5,0
Delta,ORD,SEA,10/10/2023 16:23,194,On-time,221.70,10,0
Delta,ATL,SFO,30/4/2023 0:24,155,Delayed,333.22,23,0
JetBlue,ORD,SFO,6/5/2023 6:35,113,On-time,211.38,9,0
United,LAX,SEA,15/8/2023 13:53,165,On-time,306.50,6,0
United,SEA,JFK,7/10/2023 11:10,232,On-time,428.63,2,0
United,SEA,SFO,26/10/2023 2:58,297,On-time,242.20,15,0
American Airlines,DFW,SFO,14/2/2024 19:28,202,On-time,128.67,6,1
United,JFK,JFK,28/2/2025 19:47,321,On-time,373.35,12,0
United,SFO,ORD,28/7/2023 18:31,131,Delayed,478.45,1,0
United,JFK,SEA,22/3/2025 21:11,198,On-time,457.41,21,0
United,LAX,LAX,4/6/2023 15:23,130,On-time,272.42,20,0
United,DEN,ORD,5/8/2024 19:20,148,On-time,266.28,11,0
United,JFK,SFO,16/2/2024 19:35,276,On-time,271.53,6,0
Southwest,LAX,JFK,16/11/2023 6:23,219,On-time,366.00,1,0
American Airlines,LAX,ORD,15/8/2023 17:21,-12,On-time,221.38,12,0
Delta,SEA,JFK,8/12/2024 13:30,275,On-time,274.86,2,0
JetBlue,JFK,SFO,8/11/2023 3:03,166,On-time,251.89,22,1
Southwest,SFO,ATL,28/8/2024 7:23,122,On-time,404.69,2,0
JetBlue,LAX,DEN,9/11/2024 12:18,230,On-time,386.26,14,0
Southwest,DFW,DFW,20/1/2025 3:47,156,On-time,433.43,3,1
JetBlue,ATL,JFK,27/5/2024 0:54,140,On-time,370.48,17,0
Delta,SEA,SFO,23/4/2024 3:43,314,On-time,269.50,0,0
Southwest,DFW,ORD,25/5/2024 2:45,186,Delayed,406.71,4,0
JetBlue,DEN,LAX,9/2/2024 17:35,102,On-time,335.42,3,0
Southwest,ORD,SEA,15/6/2023 22:17,145,On-time,357.49,17,0
Delta,LAX,SFO,11/12/2023 5:33,273,On-time,445.93,4,0
United,SFO,SFO,21/8/2024 7:00,236,On-time,242.25,28,0
JetBlue,SEA,DFW,10/3/2024 14:25,196,On-time,207.03,3,0
Delta,SEA,JFK,8/2/2024 22:31,178,On-time,425.92,2,0
Southwest,SFO,ATL,16/6/2023 3:20,205,On-time,368.05,1,0
JetBlue,DEN,DFW,20/5/2024 21:47,72,On-time,313.31,0,1
United,ATL,DFW,19/7/2024 5:56,217,On-time,191.53,0,0
JetBlue,ORD,ORD,6/2/2025 14:25,248,On-time,384.59,0,0
American Airlines,DFW,DFW,2/2/2024 1:34,173,Cancelled,152.07,2,0
Southwest,LAX,SEA,17/7/2024 7:08,157,On-time,481.68,2,1
Southwest,SFO,SEA,7/10/2023 19:40,215,On-time,385.20,14,0
American Airlines,ATL,DEN,1/11/2023 8:07,119,On-time,359.27,0,0
Southwest,ORD,ATL,3/12/2023 23:55,208,On-time,88.78,17,0
American Airlines,LAX,ORD,18/12/2023 17:08,93,Delayed,442.13,9,0
Delta,DEN,SFO,26/4/2023 6:47,150,On-time,331.49,20,0
United,SEA,SEA,29/5/2023 1:12,180,On-time,466.05,5,0
United,DEN,SFO,21/4/2025 17:53,155,On-time,477.12,1,0
JetBlue,LAX,SFO,30/5/2023 10:37,163,On-time,309.54,7,0
Delta,SFO,ORD,20/2/2024 3:17,228,On-time,350.71,3,0
JetBlue,SEA,LAX,10/3/2025 18:36,189,On-time,401.72,6,0
JetBlue,ORD,SEA,28/2/2024 10:08,330,On-time,292.78,2,1
American Airlines,LAX,LAX,8/6/2023 2:40,104,On-time,486.54,9,0
Delta,SEA,JFK,3/4/2025 10:29,225,On-time,309.64,22,0
United,ATL,ATL,5/3/2025 15:06,231,On-time,243.55,0,0
American Airlines,LAX,ORD,23/3/2024 16:58,165,On-time,415.27,4,1
American Airlines,ATL,DFW,6/10/2024 20:46,192,Cancelled,305.53,6,0
United,JFK,SFO,24/3/2025 17:14,317,On-time,431.30,2,1
American Airlines,SEA,ATL,18/2/2025 0:26,290,On-time,328.76,16,0
United,SFO,LAX,26/4/2024 17:40,332,On-time,345.54,13,0
JetBlue,ORD,SEA,21/12/2023 9:02,189,Cancelled,221.53,0,0
American Airlines,DEN,LAX,19/4/2025 0:17,325,On-time,411.00,1,0
United,ORD,DEN,30/5/2023 2:46,164,On-time,279.93,3,1
Southwest,JFK,JFK,9/1/2024 20:24,174,On-time,158.71,24,0
Southwest,SFO,JFK,9/2/2025 15:13,166,On-time,318.25,14,0
Southwest,SFO,LAX,1/7/2024 8:55,260,On-time,251.91,15,0
American Airlines,DEN,LAX,14/6/2024 13:16,134,On-time,367.36,1,0
American Airlines,DEN,DFW,25/7/2023 20:19,211,On-time,221.63,3,0
Southwest,ORD,DFW,25/10/2023 22:19,159,Delayed,311.85,25,0
Delta,SEA,SEA,8/8/2023 0:38,121,On-time,189.70,18,0
American Airlines,ATL,DFW,19/8/2023 13:12,89,Cancelled,209.84,20,1
American Airlines,DEN,SFO,24/8/2024 20:35,131,On-time,363.94,3,0
JetBlue,LAX,SFO,1/7/2024 8:28,309,On-time,491.30,12,0
JetBlue,JFK,ORD,13/12/2024 21:16,204,On-time,521.59,5,0
United,DFW,DFW,10/2/2024 6:32,216,On-time,500.04,2,0
American Airlines,DEN,ORD,12/9/2024 21:01,172,On-time,197.60,0,0
Delta,DEN,DFW,8/11/2024 9:53,256,On-time,299.47,5,0
United,SFO,LAX,24/8/2024 11:17,240,On-time,375.55,0,0
Delta,JFK,ORD,3/3/2024 11:38,141,Delayed,538.53,30,1
JetBlue,SEA,ORD,10/10/2023 17:27,256,On-time,498.77,12,0
United,DFW,DFW,7/11/2024 20:31,276,Delayed,395.73,0,1
JetBlue,ATL,SFO,22/10/2024 9:52,182,Delayed,473.33,18,0
American Airlines,ATL,JFK,1/7/2024 1:42,186,Cancelled,465.42,13,0
JetBlue,ORD,DEN,7/11/2023 20:48,124,On-time,359.00,7,0
American Airlines,JFK,DEN,28/1/2024 4:34,123,Delayed,256.51,8,1
Delta,ATL,LAX,10/6/2023 8:47,114,On-time,521.43,0,0
Southwest,LAX,LAX,14/12/2024 6:05,203,On-time,324.22,16,1
American Airlines,SEA,ORD,8/1/2025 11:38,144,On-time,307.81,20,0
Delta,SEA,LAX,29/6/2024 0:01,120,On-time,355.93,23,1
Southwest,DFW,JFK,25/11/2024 7:11,232,On-time,501.05,8,0
JetBlue,DFW,ORD,1/12/2024 4:25,229,On-time,292.11,8,0
United,DFW,SFO,17/2/2024 13:21,157,On-time,374.99,3,0
Southwest,JFK,ATL,2/7/2023 9:11,144,On-time,482.72,3,0
United,LAX,ATL,4/11/2024 5:41,220,On-time,347.31,7,0
American Airlines,DEN,SFO,26/11/2023 17:30,128,On-time,196.12,21,0
Delta,JFK,SFO,12/12/2023 10:13,97,Cancelled,239.60,15,0
Southwest,ORD,DEN,2/6/2023 7:28,210,On-time,514.68,16,0
Delta,SFO,JFK,9/5/2024 18:29,206,On-time,176.81,2,1
American Airlines,LAX,LAX,1/7/2023 10:45,190,On-time,299.29,2,1
American Airlines,ATL,DFW,22/7/2023 1:48,90,On-time,235.72,13,0
Southwest,ORD,JFK,27/3/2025 6:37,150,Delayed,315.34,2,0
United,SEA,ORD,3/3/2025 20:02,231,On-time,449.80,16,0
Southwest,JFK,SFO,31/1/2025 19:51,184,On-time,479.93,33,0
Southwest,ATL,DFW,26/4/2024 20:37,127,On-time,375.72,12,0
JetBlue,SFO,ORD,11/7/2023 5:50,141,On-time,254.36,8,0
American Airlines,ORD,ATL,18/7/2024 2:07,140,On-time,461.28,3,0
American Airlines,LAX,LAX,6/6/2024 11:29,251,On-time,373.56,17,0
Delta,SEA,SFO,26/4/2024 11:44,79,On-time,369.36,1,0
American Airlines,DEN,LAX,21/5/2024 0:50,180,On-time,264.57,7,0
American Airlines,ORD,SEA,1/9/2023 6:59,161,On-time,378.18,4,0
Delta,LAX,SEA,5/9/2023 17:24,114,Delayed,459.23,18,1
Southwest,JFK,DFW,9/1/2025 22:43,80,Delayed,315.04,14,0
American Airlines,DFW,DEN,7/10/2024 6:11,154,Delayed,518.03,5,0
United,ORD,DEN,6/2/2024 20:26,238,On-time,462.05,31,0
American Airlines,DEN,SEA,14/7/2024 20:20,327,On-time,454.97,4,0
Delta,ATL,LAX,8/12/2023 7:56,198,On-time,337.78,11,0
JetBlue,DEN,DEN,4/9/2024 7:48,67,On-time,352.12,15,0
United,DEN,JFK,8/4/2025 5:48,196,On-time,394.57,11,0
American Airlines,JFK,SFO,12/5/2023 1:57,182,On-time,316.50,4,0
Delta,ORD,LAX,30/3/2024 20:31,224,Cancelled,347.86,11,0
JetBlue,DEN,DEN,5/12/2024 16:15,189,On-time,485.58,13,0
United,DFW,SEA,14/2/2024 7:49,85,On-time,391.74,15,0
Delta,LAX,ATL,14/10/2023 9:28,198,On-time,350.40,12,0
American Airlines,DEN,ORD,26/10/2023 19:05,91,Delayed,394.30,9,0
Delta,DFW,SFO,7/5/2023 7:53,237,Delayed,329.37,10,0
JetBlue,SFO,ATL,6/3/2024 22:46,285,Delayed,299.20,14,0
JetBlue,SEA,SEA,6/7/2023 17:37,108,On-time,373.49,33,0
United,ATL,DFW,11/9/2023 6:50,260,On-time,345.31,2,0
United,LAX,JFK,14/11/2024 15:05,235,On-time,499.17,1,0
JetBlue,ORD,JFK,15/3/2024 0:53,144,On-time,198.54,10,0
United,SEA,ORD,25/9/2023 7:46,197,Cancelled,486.07,1,0
Southwest,ORD,LAX,21/9/2023 17:20,255,On-time,520.04,4,0
United,LAX,JFK,17/10/2024 17:45,193,Cancelled,329.02,1,1
American Airlines,DEN,JFK,8/4/2024 15:22,192,On-time,310.81,9,0
Delta,ATL,DEN,26/5/2023 21:56,207,On-time,281.63,15,0
Delta,DFW,DEN,7/8/2023 18:25,81,Delayed,493.26,3,0
United,DEN,DFW,2/4/2024 17:00,163,On-time,292.45,25,0
American Airlines,ATL,ORD,21/2/2024 1:43,127,Delayed,206.87,10,0
United,DFW,ATL,30/7/2023 21:54,158,On-time,233.21,44,0
American Airlines,SEA,SFO,1/11/2023 1:35,230,On-time,379.56,10,1
American Airlines,SEA,SFO,6/1/2025 12:10,210,Delayed,197.74,15,0
American Airlines,DEN,SEA,10/2/2025 9:27,217,On-time,316.13,11,0
Delta,ORD,LAX,23/3/2024 11:46,101,Delayed,327.64,2,0
Southwest,ORD,ORD,7/2/2025 0:03,205,On-time,402.68,6,0
United,ATL,SEA,28/5/2023 6:33,152,On-time,519.43,3,0
United,LAX,JFK,9/1/2024 2:53,142,On-time,455.59,2,0
Delta,LAX,LAX,18/7/2024 18:02,237,On-time,417.57,2,0
JetBlue,JFK,ORD,17/10/2023 17:58,121,Delayed,262.68,3,1
American Airlines,LAX,LAX,9/6/2024 6:34,276,On-time,293.30,4,0
JetBlue,DEN,LAX,6/4/2025 4:29,46,On-time,293.75,44,0
Delta,ATL,SEA,19/2/2025 11:13,215,Delayed,451.97,2,0
American Airlines,DFW,JFK,18/8/2023 7:33,223,On-time,513.51,1,0
JetBlue,DFW,LAX,29/1/2024 3:06,44,On-time,272.97,3,0
United,ATL,ORD,14/12/2024 21:43,166,On-time,298.14,5,0
Southwest,DFW,DFW,22/4/2024 8:52,160,On-time,431.45,2,0
United,ATL,ATL,8/9/2024 15:44,147,On-time,356.52,5,0
Southwest,DFW,DFW,11/2/2024 15:18,207,On-time,397.64,4,0
United,LAX,JFK,31/1/2025 10:10,196,On-time,453.72,5,1
United,SFO,LAX,3/6/2023 16:12,100,On-time,324.79,40,0
United,JFK,DEN,27/8/2023 8:20,137,On-time,270.21,5,0
Delta,SFO,SFO,13/2/2025 22:17,161,On-time,422.04,16,1
United,SEA,DEN,28/6/2024 10:21,214,Delayed,508.35,10,0
Southwest,DEN,SFO,2/2/2025 23:06,142,On-time,366.56,13,0
United,SEA,SFO,29/11/2023 1:25,203,On-time,417.67,0,0
United,ORD,ATL,18/4/2024 4:58,140,Delayed,396.23,0,0
Southwest,SFO,ORD,15/1/2025 23:27,245,On-time,208.15,12,0
JetBlue,SFO,ORD,21/3/2024 18:31,221,On-time,320.35,4,0
Southwest,ORD,DEN,11/5/2024 19:04,171,On-time,362.42,12,0
JetBlue,LAX,ORD,27/9/2023 11:01,211,On-time,211.20,6,0
Southwest,LAX,SEA,12/10/2023 16:21,247,On-time,474.80,11,0
Delta,SEA,DEN,13/3/2024 14:01,106,On-time,465.80,4,0
American Airlines,JFK,SFO,27/12/2023 15:16,262,Delayed,420.53,18,0
Delta,SFO,JFK,28/4/2023 20:19,151,Delayed,433.46,9,0
United,LAX,ORD,26/10/2023 18:48,176,On-time,323.82,13,1
JetBlue,JFK,LAX,6/6/2024 23:15,312,On-time,285.65,9,0
Delta,SEA,ORD,11/4/2024 4:40,286,Delayed,183.23,2,0
Southwest,DFW,SEA,5/2/2025 3:09,147,On-time,276.79,2,0
United,DEN,SEA,4/2/2024 0:26,137,Delayed,256.09,11,0
Delta,DFW,SFO,7/8/2024 10:52,297,On-time,257.52,11,0
American Airlines,LAX,SEA,18/1/2024 0:15,196,On-time,437.76,45,0
Delta,LAX,ATL,9/4/2025 19:59,248,On-time,208.01,10,0
Delta,SFO,LAX,19/12/2024 12:14,180,On-time,194.08,12,0
Southwest,SFO,SFO,31/5/2023 6:15,209,On-time,430.61,24,0
United,LAX,ORD,24/4/2023 23:27,274,On-time,419.88,6,0
Delta,SFO,SFO,10/7/2024 1:07,420,On-time,420.31,22,0
Southwest,DEN,LAX,2/3/2024 5:19,140,On-time,281.92,8,0
United,DEN,LAX,16/2/2024 23:50,114,On-time,452.13,10,0
American Airlines,JFK,JFK,31/10/2024 5:12,179,On-time,263.77,16,0
United,SFO,SEA,7/12/2024 10:39,258,Delayed,453.04,5,0
Delta,ORD,JFK,12/6/2023 10:49,258,Cancelled,149.42,1,0
JetBlue,DEN,ORD,5/4/2025 5:39,124,Delayed,251.95,11,0
American Airlines,SEA,SFO,22/1/2024 2:20,185,Cancelled,326.16,37,1
Delta,DEN,DEN,21/8/2024 4:14,129,On-time,313.45,1,0
United,LAX,SEA,4/2/2024 16:45,229,On-time,177.39,1,0
United,JFK,DEN,28/11/2024 12:58,278,On-time,278.50,24,0
Delta,ORD,ORD,29/4/2023 22:51,247,Delayed,374.67,14,0
Delta,ATL,DFW,9/7/2023 2:06,104,On-time,259.77,1,0
JetBlue,DEN,DFW,14/8/2023 22:11,198,On-time,373.02,8,0
American Airlines,LAX,LAX,1/12/2024 9:13,185,On-time,125.93,4,0
Delta,LAX,ORD,30/6/2023 23:18,229,On-time,413.68,5,0
JetBlue,ATL,SFO,6/1/2024 18:48,257,On-time,369.25,17,0
United,ATL,LAX,14/3/2024 0:22,133,On-time,317.83,2,1
Delta,DFW,ORD,29/12/2024 18:48,149,Cancelled,315.82,1,0
